time,fast_shock,variable,value
1,0,maintenance_backlog,0.25
1,0,public_trust,0.72
1,0,ecological_memory,0.68
1,0,climate_pressure,0.22
1,0,adaptive_capacity,0.62
1,0,threshold_distance,0.74
1,0,hidden_risk,0.3
1,0,system_function,0.86
2,0,maintenance_backlog,0.256
2,0,public_trust,0.7165
2,0,ecological_memory,0.6775000000000001
2,0,climate_pressure,0.2245
2,0,adaptive_capacity,0.7191500000000001
2,0,threshold_distance,0.73347
2,0,hidden_risk,0.26324
2,0,system_function,0.9315342
3,0,maintenance_backlog,0.262
3,0,public_trust,0.7130000000000001
3,0,ecological_memory,0.6750000000000002
3,0,climate_pressure,0.229
3,0,adaptive_capacity,0.7153
3,0,threshold_distance,0.7291400000000001
3,0,hidden_risk,0.26768
3,0,system_function,1
4,0,maintenance_backlog,0.268
4,0,public_trust,0.7095000000000001
4,0,ecological_memory,0.6725000000000002
4,0,climate_pressure,0.2335
4,0,adaptive_capacity,0.7114500000000001
4,0,threshold_distance,0.7248100000000001
4,0,hidden_risk,0.2721199999999999
4,0,system_function,1
5,0,maintenance_backlog,0.274
5,0,public_trust,0.7060000000000002
5,0,ecological_memory,0.6700000000000003
5,0,climate_pressure,0.23800000000000002
5,0,adaptive_capacity,0.7076000000000001
5,0,threshold_distance,0.72048
5,0,hidden_risk,0.2765599999999999
5,0,system_function,1
6,0,maintenance_backlog,0.28
6,0,public_trust,0.7025000000000002
6,0,ecological_memory,0.6675000000000003
6,0,climate_pressure,0.24250000000000002
6,0,adaptive_capacity,0.7037500000000001
6,0,threshold_distance,0.7161500000000002
6,0,hidden_risk,0.2809999999999999
6,0,system_function,1
7,0,maintenance_backlog,0.28600000000000003
7,0,public_trust,0.6990000000000003
7,0,ecological_memory,0.6650000000000004
7,0,climate_pressure,0.24700000000000003
7,0,adaptive_capacity,0.6999000000000002
7,0,threshold_distance,0.7118200000000001
7,0,hidden_risk,0.28543999999999986
7,0,system_function,1
8,0,maintenance_backlog,0.29200000000000004
8,0,public_trust,0.6955000000000003
8,0,ecological_memory,0.6625000000000004
8,0,climate_pressure,0.2515
8,0,adaptive_capacity,0.6960500000000002
8,0,threshold_distance,0.7074900000000002
8,0,hidden_risk,0.28987999999999986
8,0,system_function,1
9,0,maintenance_backlog,0.29800000000000004
9,0,public_trust,0.6920000000000004
9,0,ecological_memory,0.6600000000000005
9,0,climate_pressure,0.256
9,0,adaptive_capacity,0.6922000000000003
9,0,threshold_distance,0.7031600000000001
9,0,hidden_risk,0.29431999999999986
9,0,system_function,1
10,0,maintenance_backlog,0.30400000000000005
10,0,public_trust,0.6885000000000004
10,0,ecological_memory,0.6575000000000005
10,0,climate_pressure,0.2605
10,0,adaptive_capacity,0.6883500000000004
10,0,threshold_distance,0.6988300000000002
10,0,hidden_risk,0.29875999999999986
10,0,system_function,1
11,0,maintenance_backlog,0.31000000000000005
11,0,public_trust,0.6850000000000005
11,0,ecological_memory,0.6550000000000006
11,0,climate_pressure,0.265
11,0,adaptive_capacity,0.6845000000000003
11,0,threshold_distance,0.6945000000000002
11,0,hidden_risk,0.3031999999999998
11,0,system_function,1
12,0,maintenance_backlog,0.31600000000000006
12,0,public_trust,0.6815000000000005
12,0,ecological_memory,0.6525000000000006
12,0,climate_pressure,0.2695
12,0,adaptive_capacity,0.6806500000000003
12,0,threshold_distance,0.6901700000000003
12,0,hidden_risk,0.3076399999999998
12,0,system_function,1
13,0,maintenance_backlog,0.32200000000000006
13,0,public_trust,0.6780000000000006
13,0,ecological_memory,0.6500000000000007
13,0,climate_pressure,0.274
13,0,adaptive_capacity,0.6768000000000004
13,0,threshold_distance,0.6858400000000002
13,0,hidden_risk,0.31207999999999975
13,0,system_function,1
14,0,maintenance_backlog,0.32800000000000007
14,0,public_trust,0.6745000000000007
14,0,ecological_memory,0.6475000000000007
14,0,climate_pressure,0.2785
14,0,adaptive_capacity,0.6729500000000004
14,0,threshold_distance,0.6815100000000002
14,0,hidden_risk,0.31651999999999975
14,0,system_function,1
15,0,maintenance_backlog,0.3340000000000001
15,0,public_trust,0.6710000000000007
15,0,ecological_memory,0.6450000000000008
15,0,climate_pressure,0.28300000000000003
15,0,adaptive_capacity,0.6691000000000005
15,0,threshold_distance,0.6771800000000002
15,0,hidden_risk,0.32095999999999975
15,0,system_function,1
16,0,maintenance_backlog,0.3400000000000001
16,0,public_trust,0.6675000000000008
16,0,ecological_memory,0.6425000000000008
16,0,climate_pressure,0.28750000000000003
16,0,adaptive_capacity,0.6652500000000005
16,0,threshold_distance,0.6728500000000004
16,0,hidden_risk,0.32539999999999975
16,0,system_function,1
17,0,maintenance_backlog,0.3460000000000001
17,0,public_trust,0.6640000000000008
17,0,ecological_memory,0.6400000000000009
17,0,climate_pressure,0.29200000000000004
17,0,adaptive_capacity,0.6614000000000005
17,0,threshold_distance,0.6685200000000002
17,0,hidden_risk,0.32983999999999974
17,0,system_function,1
18,0,maintenance_backlog,0.3520000000000001
18,0,public_trust,0.6605000000000009
18,0,ecological_memory,0.637500000000001
18,0,climate_pressure,0.29650000000000004
18,0,adaptive_capacity,0.6575500000000006
18,0,threshold_distance,0.6641900000000004
18,0,hidden_risk,0.3342799999999997
18,0,system_function,1
19,0,maintenance_backlog,0.3580000000000001
19,0,public_trust,0.6570000000000009
19,0,ecological_memory,0.635000000000001
19,0,climate_pressure,0.30100000000000005
19,0,adaptive_capacity,0.6537000000000006
19,0,threshold_distance,0.6598600000000002
19,0,hidden_risk,0.3387199999999997
19,0,system_function,1
20,0,maintenance_backlog,0.3640000000000001
20,0,public_trust,0.653500000000001
20,0,ecological_memory,0.6325000000000011
20,0,climate_pressure,0.30550000000000005
20,0,adaptive_capacity,0.6498500000000006
20,0,threshold_distance,0.6555300000000003
20,0,hidden_risk,0.3431599999999997
20,0,system_function,1
21,0,maintenance_backlog,0.3700000000000001
21,0,public_trust,0.650000000000001
21,0,ecological_memory,0.6300000000000011
21,0,climate_pressure,0.31000000000000005
21,0,adaptive_capacity,0.6460000000000007
21,0,threshold_distance,0.6512000000000006
21,0,hidden_risk,0.34759999999999963
21,0,system_function,1
22,0,maintenance_backlog,0.3760000000000001
22,0,public_trust,0.6465000000000011
22,0,ecological_memory,0.6275000000000012
22,0,climate_pressure,0.31450000000000006
22,0,adaptive_capacity,0.6421500000000007
22,0,threshold_distance,0.6468700000000004
22,0,hidden_risk,0.35203999999999963
22,0,system_function,1
23,0,maintenance_backlog,0.3820000000000001
23,0,public_trust,0.6430000000000011
23,0,ecological_memory,0.6250000000000012
23,0,climate_pressure,0.31900000000000006
23,0,adaptive_capacity,0.6383000000000008
23,0,threshold_distance,0.6425400000000004
23,0,hidden_risk,0.3564799999999997
23,0,system_function,1
24,0,maintenance_backlog,0.3880000000000001
24,0,public_trust,0.6395000000000012
24,0,ecological_memory,0.6225000000000013
24,0,climate_pressure,0.32350000000000007
24,0,adaptive_capacity,0.6344500000000007
24,0,threshold_distance,0.6382100000000004
24,0,hidden_risk,0.3609199999999996
24,0,system_function,1
25,0,maintenance_backlog,0.39400000000000013
25,0,public_trust,0.6360000000000012
25,0,ecological_memory,0.6200000000000013
25,0,climate_pressure,0.32800000000000007
25,0,adaptive_capacity,0.6306000000000007
25,0,threshold_distance,0.6338800000000004
25,0,hidden_risk,0.36535999999999963
25,0,system_function,1
26,0,maintenance_backlog,0.40000000000000013
26,0,public_trust,0.6325000000000013
26,0,ecological_memory,0.6175000000000014
26,0,climate_pressure,0.3325000000000001
26,0,adaptive_capacity,0.6267500000000008
26,0,threshold_distance,0.6295500000000005
26,0,hidden_risk,0.3697999999999996
26,0,system_function,1
27,0,maintenance_backlog,0.40600000000000014
27,0,public_trust,0.6290000000000013
27,0,ecological_memory,0.6150000000000014
27,0,climate_pressure,0.3370000000000001
27,0,adaptive_capacity,0.6229000000000009
27,0,threshold_distance,0.6252200000000006
27,0,hidden_risk,0.3742399999999995
27,0,system_function,1
28,0,maintenance_backlog,0.41200000000000014
28,0,public_trust,0.6255000000000014
28,0,ecological_memory,0.6125000000000015
28,0,climate_pressure,0.3415000000000001
28,0,adaptive_capacity,0.6190500000000009
28,0,threshold_distance,0.6208900000000005
28,0,hidden_risk,0.3786799999999995
28,0,system_function,1
29,0,maintenance_backlog,0.41800000000000015
29,0,public_trust,0.6220000000000014
29,0,ecological_memory,0.6100000000000015
29,0,climate_pressure,0.3460000000000001
29,0,adaptive_capacity,0.6152000000000009
29,0,threshold_distance,0.6165600000000004
29,0,hidden_risk,0.38311999999999946
29,0,system_function,1
30,0,maintenance_backlog,0.42400000000000015
30,0,public_trust,0.6185000000000015
30,0,ecological_memory,0.6075000000000016
30,0,climate_pressure,0.3505000000000001
30,0,adaptive_capacity,0.611350000000001
30,0,threshold_distance,0.6122300000000006
30,0,hidden_risk,0.38755999999999946
30,0,system_function,1
31,0,maintenance_backlog,0.43000000000000016
31,0,public_trust,0.6150000000000015
31,0,ecological_memory,0.6050000000000016
31,0,climate_pressure,0.3550000000000001
31,0,adaptive_capacity,0.607500000000001
31,0,threshold_distance,0.6079000000000006
31,0,hidden_risk,0.3919999999999995
31,0,system_function,1
32,0,maintenance_backlog,0.43600000000000017
32,0,public_trust,0.6115000000000016
32,0,ecological_memory,0.6025000000000017
32,0,climate_pressure,0.3595000000000001
32,0,adaptive_capacity,0.603650000000001
32,0,threshold_distance,0.6035700000000006
32,0,hidden_risk,0.39643999999999946
32,0,system_function,1
33,0,maintenance_backlog,0.44200000000000017
33,0,public_trust,0.6080000000000017
33,0,ecological_memory,0.6000000000000018
33,0,climate_pressure,0.3640000000000001
33,0,adaptive_capacity,0.599800000000001
33,0,threshold_distance,0.5992400000000007
33,0,hidden_risk,0.40087999999999946
33,0,system_function,1
34,0,maintenance_backlog,0.4480000000000002
34,0,public_trust,0.6045000000000017
34,0,ecological_memory,0.5975000000000018
34,0,climate_pressure,0.3685000000000001
34,0,adaptive_capacity,0.5959500000000011
34,0,threshold_distance,0.5949100000000006
34,0,hidden_risk,0.40531999999999946
34,0,system_function,1
35,0,maintenance_backlog,0.4540000000000002
35,0,public_trust,0.6010000000000018
35,0,ecological_memory,0.5950000000000019
35,0,climate_pressure,0.3730000000000001
35,0,adaptive_capacity,0.5921000000000011
35,0,threshold_distance,0.5905800000000005
