time,maintenance_backlog,public_trust,ecological_memory,climate_pressure,adaptive_capacity,threshold_distance,hidden_risk,fast_shock,system_function
1,0.25,0.72,0.68,0.22,0.62,0.74,0.3,0,0.86
2,0.256,0.7165,0.6775000000000001,0.2245,0.7191500000000001,0.73347,0.26324,0,0.9315342
3,0.262,0.7130000000000001,0.6750000000000002,0.229,0.7153,0.7291400000000001,0.26768,0,1
4,0.268,0.7095000000000001,0.6725000000000002,0.2335,0.7114500000000001,0.7248100000000001,0.2721199999999999,0,1
5,0.274,0.7060000000000002,0.6700000000000003,0.23800000000000002,0.7076000000000001,0.72048,0.2765599999999999,0,1
6,0.28,0.7025000000000002,0.6675000000000003,0.24250000000000002,0.7037500000000001,0.7161500000000002,0.2809999999999999,0,1
7,0.28600000000000003,0.6990000000000003,0.6650000000000004,0.24700000000000003,0.6999000000000002,0.7118200000000001,0.28543999999999986,0,1
8,0.29200000000000004,0.6955000000000003,0.6625000000000004,0.2515,0.6960500000000002,0.7074900000000002,0.28987999999999986,0,1
9,0.29800000000000004,0.6920000000000004,0.6600000000000005,0.256,0.6922000000000003,0.7031600000000001,0.29431999999999986,0,1
10,0.30400000000000005,0.6885000000000004,0.6575000000000005,0.2605,0.6883500000000004,0.6988300000000002,0.29875999999999986,0,1
11,0.31000000000000005,0.6850000000000005,0.6550000000000006,0.265,0.6845000000000003,0.6945000000000002,0.3031999999999998,0,1
12,0.31600000000000006,0.6815000000000005,0.6525000000000006,0.2695,0.6806500000000003,0.6901700000000003,0.3076399999999998,0,1
13,0.32200000000000006,0.6780000000000006,0.6500000000000007,0.274,0.6768000000000004,0.6858400000000002,0.31207999999999975,0,1
14,0.32800000000000007,0.6745000000000007,0.6475000000000007,0.2785,0.6729500000000004,0.6815100000000002,0.31651999999999975,0,1
15,0.3340000000000001,0.6710000000000007,0.6450000000000008,0.28300000000000003,0.6691000000000005,0.6771800000000002,0.32095999999999975,0,1
16,0.3400000000000001,0.6675000000000008,0.6425000000000008,0.28750000000000003,0.6652500000000005,0.6728500000000004,0.32539999999999975,0,1
17,0.3460000000000001,0.6640000000000008,0.6400000000000009,0.29200000000000004,0.6614000000000005,0.6685200000000002,0.32983999999999974,0,1
18,0.3520000000000001,0.6605000000000009,0.637500000000001,0.29650000000000004,0.6575500000000006,0.6641900000000004,0.3342799999999997,0,1
19,0.3580000000000001,0.6570000000000009,0.635000000000001,0.30100000000000005,0.6537000000000006,0.6598600000000002,0.3387199999999997,0,1
20,0.3640000000000001,0.653500000000001,0.6325000000000011,0.30550000000000005,0.6498500000000006,0.6555300000000003,0.3431599999999997,0,1
21,0.3700000000000001,0.650000000000001,0.6300000000000011,0.31000000000000005,0.6460000000000007,0.6512000000000006,0.34759999999999963,0,1
22,0.3760000000000001,0.6465000000000011,0.6275000000000012,0.31450000000000006,0.6421500000000007,0.6468700000000004,0.35203999999999963,0,1
23,0.3820000000000001,0.6430000000000011,0.6250000000000012,0.31900000000000006,0.6383000000000008,0.6425400000000004,0.3564799999999997,0,1
24,0.3880000000000001,0.6395000000000012,0.6225000000000013,0.32350000000000007,0.6344500000000007,0.6382100000000004,0.3609199999999996,0,1
25,0.39400000000000013,0.6360000000000012,0.6200000000000013,0.32800000000000007,0.6306000000000007,0.6338800000000004,0.36535999999999963,0,1
26,0.40000000000000013,0.6325000000000013,0.6175000000000014,0.3325000000000001,0.6267500000000008,0.6295500000000005,0.3697999999999996,0,1
27,0.40600000000000014,0.6290000000000013,0.6150000000000014,0.3370000000000001,0.6229000000000009,0.6252200000000006,0.3742399999999995,0,1
28,0.41200000000000014,0.6255000000000014,0.6125000000000015,0.3415000000000001,0.6190500000000009,0.6208900000000005,0.3786799999999995,0,1
29,0.41800000000000015,0.6220000000000014,0.6100000000000015,0.3460000000000001,0.6152000000000009,0.6165600000000004,0.38311999999999946,0,1
30,0.42400000000000015,0.6185000000000015,0.6075000000000016,0.3505000000000001,0.611350000000001,0.6122300000000006,0.38755999999999946,0,1
31,0.43000000000000016,0.6150000000000015,0.6050000000000016,0.3550000000000001,0.607500000000001,0.6079000000000006,0.3919999999999995,0,1
32,0.43600000000000017,0.6115000000000016,0.6025000000000017,0.3595000000000001,0.603650000000001,0.6035700000000006,0.39643999999999946,0,1
33,0.44200000000000017,0.6080000000000017,0.6000000000000018,0.3640000000000001,0.599800000000001,0.5992400000000007,0.40087999999999946,0,1
34,0.4480000000000002,0.6045000000000017,0.5975000000000018,0.3685000000000001,0.5959500000000011,0.5949100000000006,0.40531999999999946,0,1
35,0.4540000000000002,0.6010000000000018,0.5950000000000019,0.3730000000000001,0.5921000000000011,0.5905800000000005,0.4097599999999994,0,1
36,0.4600000000000002,0.5975000000000018,0.5925000000000019,0.3775000000000001,0.5882500000000012,0.5862500000000008,0.41419999999999935,0,1
37,0.4660000000000002,0.5940000000000019,0.590000000000002,0.3820000000000001,0.5844000000000011,0.5819200000000007,0.41863999999999935,0,1
38,0.4720000000000002,0.5905000000000019,0.587500000000002,0.3865000000000001,0.5805500000000012,0.5775900000000007,0.4230799999999993,0,1
