time,pressure,state,regime
1,-0.75,-0.9,lower regime
2,-0.7410614525139665,-0.9299258205770583,lower regime
3,-0.732122905027933,-0.9922838550480529,lower regime
4,-0.7231843575418995,-1.0325923067033493,lower regime
5,-0.714245810055866,-1.0638186928724354,lower regime
6,-0.7053072625698324,-1.0954396238717012,lower regime
7,-0.6963687150837988,-1.132168959847219,lower regime
8,-0.6874301675977653,-1.1347021302359552,lower regime
9,-0.6784916201117318,-1.1653634763843055,lower regime
10,-0.6695530726256983,-1.1532989345239972,lower regime
11,-0.6606145251396648,-1.1799563953919043,lower regime
12,-0.6516759776536313,-1.1777074311439875,lower regime
13,-0.6427374301675978,-1.157673427696789,lower regime
14,-0.6337988826815643,-1.2062471242447257,lower regime
15,-0.6248603351955307,-1.2271267504538095,lower regime
16,-0.6159217877094971,-1.241557397842013,lower regime
17,-0.6069832402234636,-1.239262046990516,lower regime
18,-0.5980446927374301,-1.2534754572436249,lower regime
19,-0.5891061452513966,-1.3074824123510833,lower regime
20,-0.5801675977653631,-1.3471104118516288,lower regime
21,-0.5712290502793296,-1.3105059504017404,lower regime
22,-0.5622905027932961,-1.310235487728571,lower regime
23,-0.5533519553072626,-1.336115587598182,lower regime
24,-0.544413407821229,-1.327335703395041,lower regime
25,-0.5354748603351955,-1.2949591099696538,lower regime
26,-0.526536312849162,-1.2562929068732114,lower regime
27,-0.5175977653631285,-1.266160226287173,lower regime
28,-0.508659217877095,-1.2707006694262237,lower regime
29,-0.49972067039106144,-1.3010769186464022,lower regime
30,-0.49078212290502793,-1.2852756624321784,lower regime
31,-0.48184357541899436,-1.291844790713328,lower regime
32,-0.47290502793296085,-1.2770070310571997,lower regime
33,-0.46396648044692734,-1.2600149383510586,lower regime
34,-0.45502793296089383,-1.239713010443611,lower regime
35,-0.4460893854748603,-1.2520959110542489,lower regime
36,-0.43715083798882676,-1.2418417121258016,lower regime
37,-0.42821229050279325,-1.272912381910708,lower regime
38,-0.41927374301675974,-1.2812456999593367,lower regime
39,-0.4103351955307262,-1.2887894971704215,lower regime
40,-0.4013966480446927,-1.3226098633155556,lower regime
41,-0.39245810055865915,-1.3052572897988362,lower regime
42,-0.38351955307262564,-1.2878526101837255,lower regime
43,-0.37458100558659213,-1.2835525273687902,lower regime
44,-0.3656424581005586,-1.25946776917894,lower regime
45,-0.3567039106145251,-1.2660596096650831,lower regime
46,-0.3477653631284916,-1.2825717267639198,lower regime
47,-0.33882681564245803,-1.2631857484204572,lower regime
48,-0.3298882681564245,-1.2692970099997347,lower regime
49,-0.320949720670391,-1.2332593276812045,lower regime
50,-0.3120111731843575,-1.2368365104062493,lower regime
51,-0.303072625698324,-1.2197952378112085,lower regime
52,-0.29413407821229043,-1.2111483087507808,lower regime
53,-0.2851955307262569,-1.2233556095177187,lower regime
54,-0.2762569832402234,-1.1906630640232958,lower regime
55,-0.2673184357541899,-1.179497708912186,lower regime
56,-0.2583798882681564,-1.1795241380880177,lower regime
57,-0.24944134078212288,-1.175737488404796,lower regime
58,-0.24050279329608937,-1.1648151348150448,lower regime
59,-0.23156424581005586,-1.1656445365618353,lower regime
60,-0.22262569832402224,-1.2214004691389064,lower regime
61,-0.21368715083798873,-1.209135533867871,lower regime
62,-0.20474860335195522,-1.2101429837635296,lower regime
63,-0.1958100558659217,-1.200598460325032,lower regime
64,-0.1868715083798882,-1.1849757843621682,lower regime
65,-0.17793296089385469,-1.1565804858536965,lower regime
66,-0.16899441340782118,-1.1701596548849744,lower regime
67,-0.16005586592178767,-1.1448128228879189,lower regime
68,-0.15111731843575416,-1.1399928138414694,lower regime
69,-0.14217877094972065,-1.1227324123037998,lower regime
70,-0.13324022346368714,-1.109423467965942,lower regime
71,-0.12430167597765351,-1.1009530993458343,lower regime
72,-0.11536312849162,-1.124831445165098,lower regime
73,-0.1064245810055865,-1.1281065039221427,lower regime
74,-0.09748603351955298,-1.117661082315176,lower regime
75,-0.08854748603351947,-1.1365043143369606,lower regime
76,-0.07960893854748596,-1.1450481002969455,lower regime
77,-0.07067039106145245,-1.131760928158421,lower regime
78,-0.06173184357541894,-1.1164433035007089,lower regime
79,-0.05279329608938543,-1.1081424549693129,lower regime
80,-0.04385474860335192,-1.1247288910524857,lower regime
81,-0.0349162011173183,-1.1426145404342778,lower regime
82,-0.02597765363128479,-1.1106535210340176,lower regime
83,-0.01703910614525128,-1.104999700113445,lower regime
84,-0.008100558659217771,-1.1026512096036722,lower regime
85,8.379888268157387e-4,-1.1039121651688932,lower regime
86,0.009776536312849249,-1.1238934020733373,lower regime
87,0.01871508379888276,-1.1083937757166344,lower regime
88,0.02765363128491627,-1.109338112904205,lower regime
89,0.03659217877094978,-1.1090991151892533,lower regime
90,0.04553072625698329,-1.088353103806026,lower regime
91,0.0544692737430168,-1.0716805187309717,lower regime
92,0.06340782122905042,-1.0462116566300115,lower regime
93,0.07234636871508393,-1.0566811578418684,lower regime
